query_id,type,lecture,feature,text,corpus_ids,answerable,notes
MATH_3_23,3,ch5,0,TODO,MATH3424_ch5_77,yes,normal query
MATH_3_24,3,ch5,0,TODO,MATH3424_ch5_9,yes,normal query
MATH_3_25,3,ch5,0,TODO,MATH3424_ch5_50,yes,normal query
MATH_3_26,3,ch6,0,TODO,MATH3424_ch6_49,yes,normal query
MATH_3_27,3,ch6,0,TODO,MATH3424_ch6_60,yes,normal query
MATH_3_28,3,ch6,0,TODO,MATH3424_ch6_68,yes,normal query
MATH_3_29,3,ch6,0,TODO,MATH3424_ch6_33,yes,normal query
MATH_3_30,3,ch6,0,TODO,MATH3424_ch6_71,yes,normal query
MATH_3_31,3,ch7,0,TODO,MATH3424_ch7_2,yes,normal query
MATH_3_32,3,ch7,0,TODO,MATH3424_ch7_15,yes,normal query
MATH_3_33,3,ch7,0,TODO,MATH3424_ch7_69,yes,normal query
MATH_3_34,3,ch7,0,TODO,MATH3424_ch7_35,yes,normal query
MATH_3_35,3,ch7,0,TODO,MATH3424_ch7_44,yes,normal query
MATH_3_36,3,ch8,0,TODO,MATH3424_ch8_8,yes,normal query
MATH_3_37,3,ch8,0,TODO,MATH3424_ch8_19,yes,normal query
MATH_3_38,3,ch8,0,TODO,MATH3424_ch8_28,yes,normal query
MATH_3_39,3,ch8,0,TODO,MATH3424_ch8_11,yes,normal query
MATH_3_40,3,ch8,0,TODO,MATH3424_ch8_30,yes,normal query
MATH_3_41,3,ch9,0,TODO,MATH3424_ch9_1,yes,normal query
MATH_3_42,3,ch9,0,TODO,MATH3424_ch9_34,yes,normal query
MATH_3_43,3,ch9,0,TODO,MATH3424_ch9_65,yes,normal query
MATH_3_44,3,ch9,0,TODO,MATH3424_ch9_23,yes,normal query
MATH_3_45,3,ch9,0,TODO,MATH3424_ch9_65,yes,normal query
MATH_3_46,3,ch10,0,TODO,MATH3424_ch10_7,yes,normal query
MATH_3_47,3,ch10,0,TODO,MATH3424_ch10_41,yes,normal query
MATH_3_48,3,ch10,0,TODO,MATH3424_ch10_20,yes,normal query
MATH_3_49,3,ch10,0,TODO,MATH3424_ch10_54,yes,normal query
MATH_3_50,3,ch10,0,TODO,MATH3424_ch10_41,yes,normal query
MATH_3_51,3,ch11,0,TODO,MATH3424_ch11_65,yes,normal query
MATH_3_52,3,ch11,0,TODO,MATH3424_ch11_26,yes,normal query
MATH_3_53,3,ch11,0,TODO,MATH3424_ch11_20,yes,normal query
MATH_3_54,3,ch11,0,TODO,MATH3424_ch11_48,yes,normal query
MATH_3_55,3,ch11,0,TODO,MATH3424_ch11_21,yes,normal query
MATH_3_56,3,special,1,TODO,,no,special query
MATH_3_57,3,special,2,TODO,MATH3424_ch10_25,yes,special query
MATH_3_58,3,special,3,TODO,,no,special query
MATH_3_59,3,special,4,TODO,MATH3424_ch10_16,yes,special query
MATH_3_60,3,special,5,TODO,,no,special query
MATH_3_61,3,special,6,TODO,MATH3424_ch8_1,yes,special query
MATH_3_62,3,special,7,TODO,,no,special query
MATH_4_01,4,ch1,0,TODO,MATH3424_ch1_39,yes,normal query
MATH_4_02,4,ch1,0,TODO,MATH3424_ch1_21,yes,normal query
MATH_4_03,4,ch1,0,TODO,MATH3424_ch1_32,yes,normal query
MATH_4_04,4,ch1,0,TODO,MATH3424_ch1_2,yes,normal query
MATH_4_05,4,ch1,0,TODO,MATH3424_ch1_8,yes,normal query
MATH_4_06,4,ch2,0,TODO,MATH3424_ch2_6,yes,normal query
MATH_4_07,4,ch2,0,TODO,MATH3424_ch2_13,yes,normal query
MATH_4_08,4,ch2,0,TODO,MATH3424_ch2_5,yes,normal query
MATH_4_09,4,ch2,0,TODO,MATH3424_ch2_4,yes,normal query
MATH_4_10,4,ch2,0,TODO,MATH3424_ch2_1,yes,normal query
MATH_4_11,4,ch3,0,TODO,MATH3424_ch3_31,yes,normal query
MATH_4_12,4,ch3,0,TODO,MATH3424_ch3_73,yes,normal query
MATH_4_13,4,ch3,0,TODO,MATH3424_ch3_11,yes,normal query
MATH_4_14,4,ch3,0,TODO,MATH3424_ch3_11,yes,normal query
MATH_4_15,4,ch3,0,TODO,MATH3424_ch3_63,yes,normal query
MATH_4_16,4,ch4,0,TODO,MATH3424_ch4_1,yes,normal query
MATH_4_17,4,ch4,0,TODO,MATH3424_ch4_5,yes,normal query
MATH_4_18,4,ch4,0,TODO,MATH3424_ch4_2,yes,normal query
MATH_4_19,4,ch4,0,TODO,MATH3424_ch4_2,yes,normal query
MATH_4_20,4,ch4,0,TODO,MATH3424_ch4_4,yes,normal query
MATH_4_21,4,ch5,0,TODO,MATH3424_ch5_71,yes,normal query
MATH_4_22,4,ch5,0,TODO,MATH3424_ch5_22,yes,normal query
MATH_4_23,4,ch5,0,TODO,MATH3424_ch5_34,yes,normal query
MATH_4_24,4,ch5,0,TODO,MATH3424_ch5_68,yes,normal query
MATH_4_25,4,ch5,0,TODO,MATH3424_ch5_78,yes,normal query
MATH_4_26,4,ch6,0,TODO,MATH3424_ch6_55,yes,normal query
MATH_4_27,4,ch6,0,TODO,MATH3424_ch6_28,yes,normal query
MATH_4_28,4,ch6,0,TODO,MATH3424_ch6_70,yes,normal query
MATH_4_29,4,ch6,0,TODO,MATH3424_ch6_26,yes,normal query
MATH_4_30,4,ch6,0,TODO,MATH3424_ch6_40,yes,normal query
MATH_4_31,4,ch7,0,TODO,MATH3424_ch7_52,yes,normal query
MATH_4_32,4,ch7,0,TODO,MATH3424_ch7_48,yes,normal query
MATH_4_33,4,ch7,0,TODO,MATH3424_ch7_57,yes,normal query
MATH_4_34,4,ch7,0,TODO,MATH3424_ch7_67,yes,normal query
MATH_4_35,4,ch7,0,TODO,MATH3424_ch7_58,yes,normal query
MATH_4_36,4,ch8,0,TODO,MATH3424_ch8_8,yes,normal query
MATH_4_37,4,ch8,0,TODO,MATH3424_ch8_16,yes,normal query
MATH_4_38,4,ch8,0,TODO,MATH3424_ch8_15,yes,normal query
MATH_4_39,4,ch8,0,TODO,MATH3424_ch8_5,yes,normal query
MATH_4_40,4,ch8,0,TODO,MATH3424_ch8_22,yes,normal query
MATH_4_41,4,ch9,0,TODO,MATH3424_ch9_3,yes,normal query
MATH_4_42,4,ch9,0,TODO,MATH3424_ch9_76,yes,normal query
MATH_4_43,4,ch9,0,TODO,MATH3424_ch9_71,yes,normal query
MATH_4_44,4,ch9,0,TODO,MATH3424_ch9_30,yes,normal query
MATH_4_45,4,ch9,0,TODO,MATH3424_ch9_76,yes,normal query
MATH_4_46,4,ch10,0,TODO,MATH3424_ch10_15,yes,normal query
MATH_4_47,4,ch10,0,TODO,MATH3424_ch10_1,yes,normal query
MATH_4_48,4,ch10,0,TODO,MATH3424_ch10_5,yes,normal query
MATH_4_49,4,ch10,0,TODO,MATH3424_ch10_46,yes,normal query
MATH_4_50,4,ch10,0,TODO,MATH3424_ch10_41,yes,normal query
MATH_4_51,4,ch11,0,TODO,MATH3424_ch11_8,yes,normal query
MATH_4_52,4,ch11,0,TODO,MATH3424_ch11_30,yes,normal query
MATH_4_53,4,ch11,0,TODO,MATH3424_ch11_9,yes,normal query
MATH_4_54,4,ch11,0,TODO,MATH3424_ch11_5,yes,normal query
MATH_4_55,4,ch11,0,TODO,MATH3424_ch11_43,yes,normal query
MATH_4_56,4,special,1,TODO,,no,special query
MATH_4_57,4,special,2,TODO,MATH3424_ch9_10,yes,special query
MATH_4_58,4,special,3,TODO,,no,special query
MATH_4_59,4,special,4,TODO,MATH3424_ch5_94,yes,special query
MATH_4_60,4,special,5,TODO,,no,special query
MATH_4_61,4,special,6,TODO,MATH3424_ch1_27,yes,special query
MATH_4_62,4,special,7,TODO,,no,special query
MATH_5_01,5,ch1,0,TODO,MATH3424_ch1_18,yes,normal query
MATH_5_02,5,ch1,0,TODO,MATH3424_ch1_43,yes,normal query
MATH_5_03,5,ch1,0,TODO,MATH3424_ch1_32,yes,normal query
MATH_5_04,5,ch1,0,TODO,MATH3424_ch1_14,yes,normal query
MATH_5_05,5,ch1,0,TODO,MATH3424_ch1_35,yes,normal query
MATH_5_06,5,ch2,0,TODO,MATH3424_ch2_3,yes,normal query
MATH_5_07,5,ch2,0,TODO,MATH3424_ch2_12,yes,normal query
MATH_5_08,5,ch2,0,TODO,MATH3424_ch2_10,yes,normal query
MATH_5_09,5,ch2,0,TODO,MATH3424_ch2_10,yes,normal query
MATH_5_10,5,ch2,0,TODO,MATH3424_ch2_8,yes,normal query
MATH_5_11,5,ch3,0,TODO,MATH3424_ch3_32,yes,normal query
MATH_5_12,5,ch3,0,TODO,MATH3424_ch3_61,yes,normal query
MATH_5_13,5,ch3,0,TODO,MATH3424_ch3_53,yes,normal query
MATH_5_14,5,ch3,0,TODO,MATH3424_ch3_25,yes,normal query
MATH_5_15,5,ch3,0,TODO,MATH3424_ch3_13,yes,normal query
MATH_5_16,5,ch4,0,TODO,MATH3424_ch4_1,yes,normal query
MATH_5_17,5,ch4,0,TODO,MATH3424_ch4_4,yes,normal query
MATH_5_18,5,ch4,0,TODO,MATH3424_ch4_3,yes,normal query
MATH_5_19,5,ch4,0,TODO,MATH3424_ch4_4,yes,normal query
MATH_5_20,5,ch4,0,TODO,MATH3424_ch4_4,yes,normal query
MATH_5_21,5,ch5,0,TODO,MATH3424_ch5_60,yes,normal query
MATH_5_22,5,ch5,0,TODO,MATH3424_ch5_94,yes,normal query
MATH_5_23,5,ch5,0,TODO,MATH3424_ch5_7,yes,normal query
MATH_5_24,5,ch5,0,TODO,MATH3424_ch5_87,yes,normal query
MATH_5_25,5,ch5,0,TODO,MATH3424_ch5_84,yes,normal query
MATH_5_26,5,ch6,0,TODO,MATH3424_ch6_13,yes,normal query
MATH_5_27,5,ch6,0,TODO,MATH3424_ch6_8,yes,normal query
MATH_5_28,5,ch6,0,TODO,MATH3424_ch6_52,yes,normal query
MATH_5_29,5,ch6,0,TODO,MATH3424_ch6_44,yes,normal query
MATH_5_30,5,ch6,0,TODO,MATH3424_ch6_14,yes,normal query
MATH_5_31,5,ch7,0,TODO,MATH3424_ch7_32,yes,normal query
MATH_5_32,5,ch7,0,TODO,MATH3424_ch7_25,yes,normal query
MATH_5_33,5,ch7,0,TODO,MATH3424_ch7_25,yes,normal query
MATH_5_34,5,ch7,0,TODO,MATH3424_ch7_69,yes,normal query
MATH_5_35,5,ch7,0,TODO,MATH3424_ch7_58,yes,normal query
MATH_5_36,5,ch8,0,TODO,MATH3424_ch8_9,yes,normal query
MATH_5_37,5,ch8,0,TODO,MATH3424_ch8_28,yes,normal query
MATH_5_38,5,ch8,0,TODO,MATH3424_ch8_12,yes,normal query
MATH_5_39,5,ch8,0,TODO,MATH3424_ch8_18,yes,normal query
MATH_5_40,5,ch8,0,TODO,MATH3424_ch8_30,yes,normal query
MATH_5_41,5,ch9,0,TODO,MATH3424_ch9_32,yes,normal query
MATH_5_42,5,ch9,0,TODO,MATH3424_ch9_10,yes,normal query
MATH_5_43,5,ch9,0,TODO,MATH3424_ch9_57,yes,normal query
MATH_5_44,5,ch9,0,TODO,MATH3424_ch9_71,yes,normal query
MATH_5_45,5,ch9,0,TODO,MATH3424_ch9_13,yes,normal query
MATH_5_46,5,ch10,0,TODO,MATH3424_ch10_4,yes,normal query
MATH_5_47,5,ch10,0,TODO,MATH3424_ch10_42,yes,normal query
MATH_5_48,5,ch10,0,TODO,MATH3424_ch10_35,yes,normal query
MATH_5_49,5,ch10,0,TODO,MATH3424_ch10_54,yes,normal query
MATH_5_50,5,ch10,0,TODO,MATH3424_ch10_1,yes,normal query
MATH_5_51,5,ch11,0,TODO,MATH3424_ch11_12,yes,normal query
MATH_5_52,5,ch11,0,TODO,MATH3424_ch11_31,yes,normal query
MATH_5_53,5,ch11,0,TODO,MATH3424_ch11_22,yes,normal query
MATH_5_54,5,ch11,0,TODO,MATH3424_ch11_53,yes,normal query
MATH_5_55,5,ch11,0,TODO,MATH3424_ch11_63,yes,normal query
MATH_5_56,5,special,1,TODO,,no,special query
MATH_5_57,5,special,2,TODO,MATH3424_ch5_60,yes,special query
MATH_5_58,5,special,3,TODO,,no,special query
MATH_5_59,5,special,4,TODO,MATH3424_ch1_2,yes,special query
MATH_5_60,5,special,5,TODO,,no,special query
MATH_5_61,5,special,6,TODO,MATH3424_ch3_61,yes,special query
MATH_5_62,5,special,7,TODO,,no,special query
MATH_6_01,6,ch1,0,TODO,MATH3424_ch1_4,yes,normal query
MATH_6_02,6,ch1,0,TODO,MATH3424_ch1_11,yes,normal query
MATH_6_03,6,ch1,0,TODO,MATH3424_ch1_25,yes,normal query
MATH_6_04,6,ch1,0,TODO,MATH3424_ch1_1,yes,normal query
MATH_6_05,6,ch1,0,TODO,MATH3424_ch1_25,yes,normal query
MATH_6_06,6,ch2,0,TODO,MATH3424_ch2_5,yes,normal query
MATH_6_07,6,ch2,0,TODO,MATH3424_ch2_13,yes,normal query
MATH_6_08,6,ch2,0,TODO,MATH3424_ch2_13,yes,normal query
MATH_6_09,6,ch2,0,TODO,MATH3424_ch2_8,yes,normal query
MATH_6_10,6,ch2,0,TODO,MATH3424_ch2_5,yes,normal query
MATH_6_11,6,ch3,0,TODO,MATH3424_ch3_55,yes,normal query
MATH_6_12,6,ch3,0,TODO,MATH3424_ch3_72,yes,normal query
MATH_6_13,6,ch3,0,TODO,MATH3424_ch3_63,yes,normal query
MATH_6_14,6,ch3,0,TODO,MATH3424_ch3_20,yes,normal query
MATH_6_15,6,ch3,0,TODO,MATH3424_ch3_25,yes,normal query
MATH_6_16,6,ch4,0,TODO,MATH3424_ch4_3,yes,normal query
MATH_6_17,6,ch4,0,TODO,MATH3424_ch4_2,yes,normal query
MATH_6_18,6,ch4,0,TODO,MATH3424_ch4_1,yes,normal query
MATH_6_19,6,ch4,0,TODO,MATH3424_ch4_5,yes,normal query
MATH_6_20,6,ch4,0,TODO,MATH3424_ch4_5,yes,normal query
MATH_6_21,6,ch5,0,TODO,MATH3424_ch5_8,yes,normal query
MATH_6_22,6,ch5,0,TODO,MATH3424_ch5_41,yes,normal query
MATH_6_23,6,ch5,0,TODO,MATH3424_ch5_8,yes,normal query
MATH_6_24,6,ch5,0,TODO,MATH3424_ch5_7,yes,normal query
MATH_6_25,6,ch5,0,TODO,MATH3424_ch5_75,yes,normal query
MATH_6_26,6,ch6,0,TODO,MATH3424_ch6_62,yes,normal query
MATH_6_27,6,ch6,0,TODO,MATH3424_ch6_65,yes,normal query
MATH_6_28,6,ch6,0,TODO,MATH3424_ch6_68,yes,normal query
MATH_6_29,6,ch6,0,TODO,MATH3424_ch6_21,yes,normal query
MATH_6_30,6,ch6,0,TODO,MATH3424_ch6_8,yes,normal query
MATH_6_31,6,ch7,0,TODO,MATH3424_ch7_66,yes,normal query
MATH_6_32,6,ch7,0,TODO,MATH3424_ch7_11,yes,normal query
MATH_6_33,6,ch7,0,TODO,MATH3424_ch7_24,yes,normal query
MATH_6_34,6,ch7,0,TODO,MATH3424_ch7_9,yes,normal query
MATH_6_35,6,ch7,0,TODO,MATH3424_ch7_9,yes,normal query
MATH_6_36,6,ch8,0,TODO,MATH3424_ch8_44,yes,normal query
MATH_6_37,6,ch8,0,TODO,MATH3424_ch8_56,yes,normal query
MATH_6_38,6,ch8,0,TODO,MATH3424_ch8_16,yes,normal query
MATH_6_39,6,ch8,0,TODO,MATH3424_ch8_26,yes,normal query
MATH_6_40,6,ch8,0,TODO,MATH3424_ch8_8,yes,normal query
MATH_6_41,6,ch9,0,TODO,MATH3424_ch9_73,yes,normal query
MATH_6_42,6,ch9,0,TODO,MATH3424_ch9_32,yes,normal query
MATH_6_43,6,ch9,0,TODO,MATH3424_ch9_75,yes,normal query
MATH_6_44,6,ch9,0,TODO,MATH3424_ch9_77,yes,normal query
MATH_6_45,6,ch9,0,TODO,MATH3424_ch9_6,yes,normal query
MATH_6_46,6,ch10,0,TODO,MATH3424_ch10_40,yes,normal query
MATH_6_47,6,ch10,0,TODO,MATH3424_ch10_6,yes,normal query
MATH_6_48,6,ch10,0,TODO,MATH3424_ch10_27,yes,normal query
MATH_6_49,6,ch10,0,TODO,MATH3424_ch10_43,yes,normal query
MATH_6_50,6,ch10,0,TODO,MATH3424_ch10_38,yes,normal query
MATH_6_51,6,ch11,0,TODO,MATH3424_ch11_67,yes,normal query
MATH_6_52,6,ch11,0,TODO,MATH3424_ch11_41,yes,normal query
MATH_6_53,6,ch11,0,TODO,MATH3424_ch11_34,yes,normal query
MATH_6_54,6,ch11,0,TODO,MATH3424_ch11_27,yes,normal query
MATH_6_55,6,ch11,0,TODO,MATH3424_ch11_41,yes,normal query
MATH_6_56,6,special,1,TODO,,no,special query
