query-id	corpus-id	score
COMP_3_076	COMP2011_ch13_12	1
COMP_3_077	COMP2011_ch13_23	1
COMP_3_078	COMP2011_ch13_33	1
COMP_3_079	COMP2011_ch13_44	1
COMP_3_080	COMP2011_ch14_1	1
COMP_3_081	COMP2011_ch14_5	1
COMP_3_082	COMP2011_ch14_9	1
COMP_3_083	COMP2011_ch14_13	1
COMP_3_084	COMP2011_ch14_17	1
COMP_3_085	COMP2011_ch15_1	1
COMP_3_086	COMP2011_ch15_5	1
COMP_3_087	COMP2011_ch15_9	1
COMP_3_088	COMP2011_ch15_14	1
COMP_3_089	COMP2011_ch15_18	1
COMP_3_090	COMP2011_ch16_1	1
COMP_3_091	COMP2011_ch16_3	1
COMP_3_092	COMP2011_ch16_6	1
COMP_3_093	COMP2011_ch16_9	1
COMP_3_094	COMP2011_ch16_11	1
COMP_3_095	COMP2011_ch17_1	1
COMP_3_096	COMP2011_ch17_6	1
COMP_3_097	COMP2011_ch17_11	1
COMP_3_098	COMP2011_ch17_15	1
COMP_3_099	COMP2011_ch17_20	1
COMP_3_100	COMP2011_ch18_1	1
COMP_3_101	COMP2011_ch18_4	1
COMP_3_102	COMP2011_ch18_7	1
COMP_3_103	COMP2011_ch18_9	1
COMP_3_104	COMP2011_ch18_12	1
COMP_3_105	COMP2012_ch1_1	1
COMP_3_106	COMP2012_ch1_13	1
COMP_3_107	COMP2012_ch1_25	1
COMP_3_108	COMP2012_ch1_36	1
COMP_3_109	COMP2012_ch1_48	1
COMP_3_110	COMP2012_ch2_1	1
COMP_3_111	COMP2012_ch2_17	1
COMP_3_112	COMP2012_ch2_32	1
COMP_3_113	COMP2012_ch2_47	1
COMP_3_114	COMP2012_ch2_63	1
COMP_3_115	COMP2012_ch3_1	1
COMP_3_116	COMP2012_ch3_27	1
COMP_3_117	COMP2012_ch3_54	1
COMP_3_118	COMP2012_ch3_81	1
COMP_3_119	COMP2012_ch3_107	1
COMP_3_120	COMP2012_ch4_1	1
COMP_3_121	COMP2012_ch4_20	1
COMP_3_122	COMP2012_ch4_39	1
COMP_3_123	COMP2012_ch4_58	1
COMP_3_124	COMP2012_ch4_77	1
COMP_3_125	COMP2012_ch5_1	1
COMP_3_126	COMP2012_ch5_5	1
COMP_3_127	COMP2012_ch5_8	1
COMP_3_128	COMP2012_ch5_11	1
COMP_3_129	COMP2012_ch5_15	1
COMP_3_130	COMP2012_ch6_1	1
COMP_3_131	COMP2012_ch6_13	1
COMP_3_132	COMP2012_ch6_24	1
COMP_3_133	COMP2012_ch6_35	1
COMP_3_134	COMP2012_ch6_47	1
COMP_3_135	COMP2012_ch7_1	1
COMP_3_136	COMP2012_ch7_9	1
COMP_3_137	COMP2012_ch7_17	1
COMP_3_138	COMP2012_ch7_25	1
COMP_3_139	COMP2012_ch7_33	1
COMP_3_140	COMP2012_ch8_1	1
COMP_3_141	COMP2012_ch8_9	1
COMP_3_142	COMP2012_ch8_18	1
COMP_3_143	COMP2012_ch8_27	1
COMP_3_144	COMP2012_ch8_35	1
COMP_3_145	COMP2012_ch9_1	1
COMP_3_146	COMP2012_ch9_5	1
COMP_3_147	COMP2012_ch9_10	1
COMP_3_148	COMP2012_ch9_15	1
COMP_3_149	COMP2012_ch9_19	1
COMP_3_150	COMP2012_ch10_1	1
COMP_3_151	COMP2012_ch10_4	1
COMP_3_152	COMP2012_ch10_7	1
COMP_3_153	COMP2012_ch10_10	1
COMP_3_154	COMP2012_ch10_13	1
COMP_3_155	COMP2012_ch11_1	1
COMP_3_156	COMP2012_ch11_6	1
COMP_3_157	COMP2012_ch11_11	1
COMP_3_158	COMP2012_ch11_17	1
COMP_3_159	COMP2012_ch11_22	1
COMP_3_160	COMP2012_ch12_1	1
COMP_3_161	COMP2012_ch12_16	1
COMP_3_162	COMP2012_ch12_31	1
COMP_3_163	COMP2012_ch12_45	1
COMP_3_164	COMP2012_ch12_60	1
