query-id	corpus-id	score
COMP_6_100	COMP2011_ch18_1	1
COMP_6_101	COMP2011_ch18_4	1
COMP_6_102	COMP2011_ch18_7	1
COMP_6_103	COMP2011_ch18_9	1
COMP_6_104	COMP2011_ch18_12	1
COMP_6_105	COMP2012_ch1_1	1
COMP_6_106	COMP2012_ch1_13	1
COMP_6_107	COMP2012_ch1_25	1
COMP_6_108	COMP2012_ch1_36	1
COMP_6_109	COMP2012_ch1_48	1
COMP_6_110	COMP2012_ch2_1	1
COMP_6_111	COMP2012_ch2_17	1
COMP_6_112	COMP2012_ch2_32	1
COMP_6_113	COMP2012_ch2_47	1
COMP_6_114	COMP2012_ch2_63	1
COMP_6_115	COMP2012_ch3_1	1
COMP_6_116	COMP2012_ch3_27	1
COMP_6_117	COMP2012_ch3_54	1
COMP_6_118	COMP2012_ch3_81	1
COMP_6_119	COMP2012_ch3_107	1
COMP_6_120	COMP2012_ch4_1	1
COMP_6_121	COMP2012_ch4_20	1
COMP_6_122	COMP2012_ch4_39	1
COMP_6_123	COMP2012_ch4_58	1
COMP_6_124	COMP2012_ch4_77	1
COMP_6_125	COMP2012_ch5_1	1
COMP_6_126	COMP2012_ch5_5	1
COMP_6_127	COMP2012_ch5_8	1
COMP_6_128	COMP2012_ch5_11	1
COMP_6_129	COMP2012_ch5_15	1
COMP_6_130	COMP2012_ch6_1	1
COMP_6_131	COMP2012_ch6_13	1
COMP_6_132	COMP2012_ch6_24	1
COMP_6_133	COMP2012_ch6_35	1
COMP_6_134	COMP2012_ch6_47	1
COMP_6_135	COMP2012_ch7_1	1
COMP_6_136	COMP2012_ch7_9	1
COMP_6_137	COMP2012_ch7_17	1
COMP_6_138	COMP2012_ch7_25	1
COMP_6_139	COMP2012_ch7_33	1
COMP_6_140	COMP2012_ch8_1	1
COMP_6_141	COMP2012_ch8_9	1
COMP_6_142	COMP2012_ch8_18	1
COMP_6_143	COMP2012_ch8_27	1
COMP_6_144	COMP2012_ch8_35	1
COMP_6_145	COMP2012_ch9_1	1
COMP_6_146	COMP2012_ch9_5	1
COMP_6_147	COMP2012_ch9_10	1
COMP_6_148	COMP2012_ch9_15	1
COMP_6_149	COMP2012_ch9_19	1
COMP_6_150	COMP2012_ch10_1	1
COMP_6_151	COMP2012_ch10_4	1
COMP_6_152	COMP2012_ch10_7	1
COMP_6_153	COMP2012_ch10_10	1
COMP_6_154	COMP2012_ch10_13	1
COMP_6_155	COMP2012_ch11_1	1
COMP_6_156	COMP2012_ch11_6	1
COMP_6_157	COMP2012_ch11_11	1
COMP_6_158	COMP2012_ch11_17	1
COMP_6_159	COMP2012_ch11_22	1
COMP_6_160	COMP2012_ch12_1	1
COMP_6_161	COMP2012_ch12_16	1
COMP_6_162	COMP2012_ch12_31	1
COMP_6_163	COMP2012_ch12_45	1
COMP_6_164	COMP2012_ch12_60	1
