query-id	corpus-id	score
COMP_2_017	COMP2011_ch1_19	1
COMP_2_018	COMP2011_ch1_29	1
COMP_2_019	COMP2011_ch1_38	1
COMP_2_020	COMP2011_ch2_1	1
COMP_2_021	COMP2011_ch2_8	1
COMP_2_022	COMP2011_ch2_15	1
COMP_2_023	COMP2011_ch2_23	1
COMP_2_024	COMP2011_ch2_30	1
COMP_2_025	COMP2011_ch3_1	1
COMP_2_026	COMP2011_ch3_8	1
COMP_2_027	COMP2011_ch3_15	1
COMP_2_028	COMP2011_ch3_21	1
COMP_2_029	COMP2011_ch3_28	1
COMP_2_030	COMP2011_ch4_1	1
COMP_2_031	COMP2011_ch4_7	1
COMP_2_032	COMP2011_ch4_14	1
COMP_2_033	COMP2011_ch4_21	1
COMP_2_034	COMP2011_ch4_27	1
COMP_2_035	COMP2011_ch5_1	1
COMP_2_036	COMP2011_ch5_4	1
COMP_2_037	COMP2011_ch5_7	1
COMP_2_038	COMP2011_ch5_11	1
COMP_2_039	COMP2011_ch5_14	1
COMP_2_040	COMP2011_ch6_1	1
COMP_2_041	COMP2011_ch6_12	1
COMP_2_042	COMP2011_ch6_23	1
COMP_2_043	COMP2011_ch6_34	1
COMP_2_044	COMP2011_ch6_45	1
COMP_2_045	COMP2011_ch7_1	1
COMP_2_046	COMP2011_ch7_11	1
COMP_2_047	COMP2011_ch7_21	1
COMP_2_048	COMP2011_ch7_32	1
COMP_2_049	COMP2011_ch7_42	1
COMP_2_050	COMP2011_ch8_1	1
COMP_2_051	COMP2011_ch8_9	1
COMP_2_052	COMP2011_ch8_17	1
COMP_2_053	COMP2011_ch8_25	1
COMP_2_054	COMP2011_ch8_33	1
COMP_2_055	COMP2011_ch9_1	1
COMP_2_056	COMP2011_ch9_3	1
COMP_2_057	COMP2011_ch9_6	1
COMP_2_058	COMP2011_ch9_9	1
COMP_2_059	COMP2011_ch9_11	1
COMP_2_060	COMP2011_ch10_1	1
COMP_2_061	COMP2011_ch10_6	1
COMP_2_062	COMP2011_ch10_11	1
COMP_2_063	COMP2011_ch10_16	1
COMP_2_064	COMP2011_ch10_21	1
COMP_2_065	COMP2011_ch11_1	1
COMP_2_066	COMP2011_ch11_6	1
COMP_2_067	COMP2011_ch11_11	1
COMP_2_068	COMP2011_ch11_16	1
COMP_2_069	COMP2011_ch11_21	1
COMP_2_070	COMP2011_ch12_1	1
COMP_2_071	COMP2011_ch12_27	1
COMP_2_072	COMP2011_ch12_54	1
COMP_2_073	COMP2011_ch12_81	1
COMP_2_074	COMP2011_ch12_107	1
COMP_2_075	COMP2011_ch13_1	1
COMP_2_076	COMP2011_ch13_12	1
COMP_2_077	COMP2011_ch13_23	1
COMP_2_078	COMP2011_ch13_33	1
COMP_2_079	COMP2011_ch13_44	1
COMP_2_080	COMP2011_ch14_1	1
COMP_2_081	COMP2011_ch14_5	1
COMP_2_082	COMP2011_ch14_9	1
COMP_2_083	COMP2011_ch14_13	1
COMP_2_084	COMP2011_ch14_17	1
COMP_2_085	COMP2011_ch15_1	1
COMP_2_086	COMP2011_ch15_5	1
COMP_2_087	COMP2011_ch15_9	1
COMP_2_088	COMP2011_ch15_14	1
COMP_2_089	COMP2011_ch15_18	1
COMP_2_090	COMP2011_ch16_1	1
COMP_2_091	COMP2011_ch16_3	1
COMP_2_092	COMP2011_ch16_6	1
COMP_2_093	COMP2011_ch16_9	1
COMP_2_094	COMP2011_ch16_11	1
COMP_2_095	COMP2011_ch17_1	1
COMP_2_096	COMP2011_ch17_6	1
COMP_2_097	COMP2011_ch17_11	1
COMP_2_098	COMP2011_ch17_15	1
COMP_2_099	COMP2011_ch17_20	1
COMP_2_100	COMP2011_ch18_1	1
COMP_2_101	COMP2011_ch18_4	1
COMP_2_102	COMP2011_ch18_7	1
COMP_2_103	COMP2011_ch18_9	1
COMP_2_104	COMP2011_ch18_12	1
COMP_2_105	COMP2012_ch1_1	1
COMP_2_106	COMP2012_ch1_13	1
COMP_2_107	COMP2012_ch1_25	1
COMP_2_108	COMP2012_ch1_36	1
COMP_2_109	COMP2012_ch1_48	1
COMP_2_110	COMP2012_ch2_1	1
COMP_2_111	COMP2012_ch2_17	1
COMP_2_112	COMP2012_ch2_32	1
COMP_2_113	COMP2012_ch2_47	1
COMP_2_114	COMP2012_ch2_63	1
COMP_2_115	COMP2012_ch3_1	1
COMP_2_116	COMP2012_ch3_27	1
COMP_2_117	COMP2012_ch3_54	1
COMP_2_118	COMP2012_ch3_81	1
COMP_2_119	COMP2012_ch3_107	1
COMP_2_120	COMP2012_ch4_1	1
COMP_2_121	COMP2012_ch4_20	1
COMP_2_122	COMP2012_ch4_39	1
COMP_2_123	COMP2012_ch4_58	1
COMP_2_124	COMP2012_ch4_77	1
COMP_2_125	COMP2012_ch5_1	1
COMP_2_126	COMP2012_ch5_5	1
COMP_2_127	COMP2012_ch5_8	1
COMP_2_128	COMP2012_ch5_11	1
COMP_2_129	COMP2012_ch5_15	1
COMP_2_130	COMP2012_ch6_1	1
COMP_2_131	COMP2012_ch6_13	1
COMP_2_132	COMP2012_ch6_24	1
COMP_2_133	COMP2012_ch6_35	1
COMP_2_134	COMP2012_ch6_47	1
COMP_2_135	COMP2012_ch7_1	1
COMP_2_136	COMP2012_ch7_9	1
COMP_2_137	COMP2012_ch7_17	1
COMP_2_138	COMP2012_ch7_25	1
COMP_2_139	COMP2012_ch7_33	1
COMP_2_140	COMP2012_ch8_1	1
COMP_2_141	COMP2012_ch8_9	1
COMP_2_142	COMP2012_ch8_18	1
COMP_2_143	COMP2012_ch8_27	1
COMP_2_144	COMP2012_ch8_35	1
COMP_2_145	COMP2012_ch9_1	1
COMP_2_146	COMP2012_ch9_5	1
COMP_2_147	COMP2012_ch9_10	1
COMP_2_148	COMP2012_ch9_15	1
COMP_2_149	COMP2012_ch9_19	1
COMP_2_150	COMP2012_ch10_1	1
COMP_2_151	COMP2012_ch10_4	1
COMP_2_152	COMP2012_ch10_7	1
COMP_2_153	COMP2012_ch10_10	1
COMP_2_154	COMP2012_ch10_13	1
COMP_2_155	COMP2012_ch11_1	1
COMP_2_156	COMP2012_ch11_6	1
COMP_2_157	COMP2012_ch11_11	1
COMP_2_158	COMP2012_ch11_17	1
COMP_2_159	COMP2012_ch11_22	1
COMP_2_160	COMP2012_ch12_1	1
COMP_2_161	COMP2012_ch12_16	1
COMP_2_162	COMP2012_ch12_31	1
COMP_2_163	COMP2012_ch12_45	1
COMP_2_164	COMP2012_ch12_60	1
COMP_3_015	COMP2011_ch1_1	1
COMP_3_016	COMP2011_ch1_10	1
COMP_3_017	COMP2011_ch1_19	1
COMP_3_018	COMP2011_ch1_29	1
COMP_3_019	COMP2011_ch1_38	1
COMP_3_020	COMP2011_ch2_1	1
COMP_3_021	COMP2011_ch2_8	1
COMP_3_022	COMP2011_ch2_15	1
COMP_3_023	COMP2011_ch2_23	1
COMP_3_024	COMP2011_ch2_30	1
COMP_3_025	COMP2011_ch3_1	1
COMP_3_026	COMP2011_ch3_8	1
COMP_3_027	COMP2011_ch3_15	1
COMP_3_028	COMP2011_ch3_21	1
COMP_3_029	COMP2011_ch3_28	1
COMP_3_030	COMP2011_ch4_1	1
COMP_3_031	COMP2011_ch4_7	1
COMP_3_032	COMP2011_ch4_14	1
COMP_3_033	COMP2011_ch4_21	1
COMP_3_034	COMP2011_ch4_27	1
COMP_3_035	COMP2011_ch5_1	1
COMP_3_036	COMP2011_ch5_4	1
COMP_3_037	COMP2011_ch5_7	1
COMP_3_038	COMP2011_ch5_11	1
COMP_3_039	COMP2011_ch5_14	1
COMP_3_040	COMP2011_ch6_1	1
COMP_3_041	COMP2011_ch6_12	1
COMP_3_042	COMP2011_ch6_23	1
COMP_3_043	COMP2011_ch6_34	1
COMP_3_044	COMP2011_ch6_45	1
COMP_3_045	COMP2011_ch7_1	1
COMP_3_046	COMP2011_ch7_11	1
COMP_3_047	COMP2011_ch7_21	1
COMP_3_048	COMP2011_ch7_32	1
COMP_3_049	COMP2011_ch7_42	1
COMP_3_050	COMP2011_ch8_1	1
COMP_3_051	COMP2011_ch8_9	1
COMP_3_052	COMP2011_ch8_17	1
COMP_3_053	COMP2011_ch8_25	1
COMP_3_054	COMP2011_ch8_33	1
COMP_3_055	COMP2011_ch9_1	1
COMP_3_056	COMP2011_ch9_3	1
COMP_3_057	COMP2011_ch9_6	1
COMP_3_058	COMP2011_ch9_9	1
COMP_3_059	COMP2011_ch9_11	1
COMP_3_060	COMP2011_ch10_1	1
COMP_3_061	COMP2011_ch10_6	1
COMP_3_062	COMP2011_ch10_11	1
COMP_3_063	COMP2011_ch10_16	1
COMP_3_064	COMP2011_ch10_21	1
COMP_3_065	COMP2011_ch11_1	1
COMP_3_066	COMP2011_ch11_6	1
COMP_3_067	COMP2011_ch11_11	1
COMP_3_068	COMP2011_ch11_16	1
COMP_3_069	COMP2011_ch11_21	1
COMP_3_070	COMP2011_ch12_1	1
COMP_3_071	COMP2011_ch12_27	1
COMP_3_072	COMP2011_ch12_54	1
COMP_3_073	COMP2011_ch12_81	1
COMP_3_074	COMP2011_ch12_107	1
COMP_3_075	COMP2011_ch13_1	1
COMP_3_076	COMP2011_ch13_12	1
COMP_3_077	COMP2011_ch13_23	1
COMP_3_078	COMP2011_ch13_33	1
COMP_3_079	COMP2011_ch13_44	1
COMP_3_080	COMP2011_ch14_1	1
COMP_3_081	COMP2011_ch14_5	1
COMP_3_082	COMP2011_ch14_9	1
COMP_3_083	COMP2011_ch14_13	1
COMP_3_084	COMP2011_ch14_17	1
COMP_3_085	COMP2011_ch15_1	1
COMP_3_086	COMP2011_ch15_5	1
COMP_3_087	COMP2011_ch15_9	1
COMP_3_088	COMP2011_ch15_14	1
COMP_3_089	COMP2011_ch15_18	1
COMP_3_090	COMP2011_ch16_1	1
COMP_3_091	COMP2011_ch16_3	1
COMP_3_092	COMP2011_ch16_6	1
COMP_3_093	COMP2011_ch16_9	1
COMP_3_094	COMP2011_ch16_11	1
COMP_3_095	COMP2011_ch17_1	1
COMP_3_096	COMP2011_ch17_6	1
COMP_3_097	COMP2011_ch17_11	1
COMP_3_098	COMP2011_ch17_15	1
COMP_3_099	COMP2011_ch17_20	1
COMP_3_100	COMP2011_ch18_1	1
COMP_3_101	COMP2011_ch18_4	1
COMP_3_102	COMP2011_ch18_7	1
COMP_3_103	COMP2011_ch18_9	1
COMP_3_104	COMP2011_ch18_12	1
COMP_3_105	COMP2012_ch1_1	1
COMP_3_106	COMP2012_ch1_13	1
COMP_3_107	COMP2012_ch1_25	1
COMP_3_108	COMP2012_ch1_36	1
COMP_3_109	COMP2012_ch1_48	1
COMP_3_110	COMP2012_ch2_1	1
COMP_3_111	COMP2012_ch2_17	1
COMP_3_112	COMP2012_ch2_32	1
COMP_3_113	COMP2012_ch2_47	1
COMP_3_114	COMP2012_ch2_63	1
COMP_3_115	COMP2012_ch3_1	1
COMP_3_116	COMP2012_ch3_27	1
COMP_3_117	COMP2012_ch3_54	1
COMP_3_118	COMP2012_ch3_81	1
COMP_3_119	COMP2012_ch3_107	1
COMP_3_120	COMP2012_ch4_1	1
COMP_3_121	COMP2012_ch4_20	1
COMP_3_122	COMP2012_ch4_39	1
COMP_3_123	COMP2012_ch4_58	1
COMP_3_124	COMP2012_ch4_77	1
COMP_3_125	COMP2012_ch5_1	1
COMP_3_126	COMP2012_ch5_5	1
COMP_3_127	COMP2012_ch5_8	1
COMP_3_128	COMP2012_ch5_11	1
COMP_3_129	COMP2012_ch5_15	1
COMP_3_130	COMP2012_ch6_1	1
COMP_3_131	COMP2012_ch6_13	1
COMP_3_132	COMP2012_ch6_24	1
COMP_3_133	COMP2012_ch6_35	1
COMP_3_134	COMP2012_ch6_47	1
COMP_3_135	COMP2012_ch7_1	1
COMP_3_136	COMP2012_ch7_9	1
COMP_3_137	COMP2012_ch7_17	1
COMP_3_138	COMP2012_ch7_25	1
COMP_3_139	COMP2012_ch7_33	1
COMP_3_140	COMP2012_ch8_1	1
COMP_3_141	COMP2012_ch8_9	1
COMP_3_142	COMP2012_ch8_18	1
COMP_3_143	COMP2012_ch8_27	1
COMP_3_144	COMP2012_ch8_35	1
COMP_3_145	COMP2012_ch9_1	1
COMP_3_146	COMP2012_ch9_5	1
COMP_3_147	COMP2012_ch9_10	1
COMP_3_148	COMP2012_ch9_15	1
COMP_3_149	COMP2012_ch9_19	1
COMP_3_150	COMP2012_ch10_1	1
COMP_3_151	COMP2012_ch10_4	1
COMP_3_152	COMP2012_ch10_7	1
COMP_3_153	COMP2012_ch10_10	1
COMP_3_154	COMP2012_ch10_13	1
COMP_3_155	COMP2012_ch11_1	1
COMP_3_156	COMP2012_ch11_6	1
COMP_3_157	COMP2012_ch11_11	1
COMP_3_158	COMP2012_ch11_17	1
COMP_3_159	COMP2012_ch11_22	1
COMP_3_160	COMP2012_ch12_1	1
COMP_3_161	COMP2012_ch12_16	1
COMP_3_162	COMP2012_ch12_31	1
COMP_3_163	COMP2012_ch12_45	1
COMP_3_164	COMP2012_ch12_60	1
COMP_4_015	COMP2011_ch1_1	1
COMP_4_016	COMP2011_ch1_10	1
COMP_4_017	COMP2011_ch1_19	1
COMP_4_018	COMP2011_ch1_29	1
COMP_4_019	COMP2011_ch1_38	1
COMP_4_020	COMP2011_ch2_1	1
COMP_4_021	COMP2011_ch2_8	1
COMP_4_022	COMP2011_ch2_15	1
COMP_4_023	COMP2011_ch2_23	1
COMP_4_024	COMP2011_ch2_30	1
COMP_4_025	COMP2011_ch3_1	1
COMP_4_026	COMP2011_ch3_8	1
COMP_4_027	COMP2011_ch3_15	1
COMP_4_028	COMP2011_ch3_21	1
COMP_4_029	COMP2011_ch3_28	1
COMP_4_030	COMP2011_ch4_1	1
COMP_4_031	COMP2011_ch4_7	1
COMP_4_032	COMP2011_ch4_14	1
COMP_4_033	COMP2011_ch4_21	1
COMP_4_034	COMP2011_ch4_27	1
COMP_4_035	COMP2011_ch5_1	1
COMP_4_036	COMP2011_ch5_4	1
COMP_4_037	COMP2011_ch5_7	1
COMP_4_038	COMP2011_ch5_11	1
COMP_4_039	COMP2011_ch5_14	1
COMP_4_040	COMP2011_ch6_1	1
COMP_4_041	COMP2011_ch6_12	1
COMP_4_042	COMP2011_ch6_23	1
COMP_4_043	COMP2011_ch6_34	1
COMP_4_044	COMP2011_ch6_45	1
COMP_4_045	COMP2011_ch7_1	1
COMP_4_046	COMP2011_ch7_11	1
COMP_4_047	COMP2011_ch7_21	1
COMP_4_048	COMP2011_ch7_32	1
COMP_4_049	COMP2011_ch7_42	1
COMP_4_050	COMP2011_ch8_1	1
COMP_4_051	COMP2011_ch8_9	1
COMP_4_052	COMP2011_ch8_17	1
COMP_4_053	COMP2011_ch8_25	1
COMP_4_054	COMP2011_ch8_33	1
COMP_4_055	COMP2011_ch9_1	1
COMP_4_056	COMP2011_ch9_3	1
COMP_4_057	COMP2011_ch9_6	1
COMP_4_058	COMP2011_ch9_9	1
COMP_4_059	COMP2011_ch9_11	1
COMP_4_060	COMP2011_ch10_1	1
COMP_4_061	COMP2011_ch10_6	1
COMP_4_062	COMP2011_ch10_11	1
COMP_4_063	COMP2011_ch10_16	1
COMP_4_064	COMP2011_ch10_21	1
COMP_4_065	COMP2011_ch11_1	1
COMP_4_066	COMP2011_ch11_6	1
COMP_4_067	COMP2011_ch11_11	1
COMP_4_068	COMP2011_ch11_16	1
COMP_4_069	COMP2011_ch11_21	1
COMP_4_070	COMP2011_ch12_1	1
COMP_4_071	COMP2011_ch12_27	1
COMP_4_072	COMP2011_ch12_54	1
COMP_4_073	COMP2011_ch12_81	1
COMP_4_074	COMP2011_ch12_107	1
COMP_4_075	COMP2011_ch13_1	1
COMP_4_076	COMP2011_ch13_12	1
COMP_4_077	COMP2011_ch13_23	1
COMP_4_078	COMP2011_ch13_33	1
COMP_4_079	COMP2011_ch13_44	1
COMP_4_080	COMP2011_ch14_1	1
COMP_4_081	COMP2011_ch14_5	1
COMP_4_082	COMP2011_ch14_9	1
COMP_4_083	COMP2011_ch14_13	1
COMP_4_084	COMP2011_ch14_17	1
COMP_4_085	COMP2011_ch15_1	1
COMP_4_086	COMP2011_ch15_5	1
COMP_4_087	COMP2011_ch15_9	1
COMP_4_088	COMP2011_ch15_14	1
COMP_4_089	COMP2011_ch15_18	1
COMP_4_090	COMP2011_ch16_1	1
COMP_4_091	COMP2011_ch16_3	1
COMP_4_092	COMP2011_ch16_6	1
COMP_4_093	COMP2011_ch16_9	1
COMP_4_094	COMP2011_ch16_11	1
COMP_4_095	COMP2011_ch17_1	1
COMP_4_096	COMP2011_ch17_6	1
COMP_4_097	COMP2011_ch17_11	1
COMP_4_098	COMP2011_ch17_15	1
COMP_4_099	COMP2011_ch17_20	1
COMP_4_100	COMP2011_ch18_1	1
COMP_4_101	COMP2011_ch18_4	1
COMP_4_102	COMP2011_ch18_7	1
COMP_4_103	COMP2011_ch18_9	1
COMP_4_104	COMP2011_ch18_12	1
COMP_4_105	COMP2012_ch1_1	1
COMP_4_106	COMP2012_ch1_13	1
COMP_4_107	COMP2012_ch1_25	1
COMP_4_108	COMP2012_ch1_36	1
COMP_4_109	COMP2012_ch1_48	1
COMP_4_110	COMP2012_ch2_1	1
COMP_4_111	COMP2012_ch2_17	1
COMP_4_112	COMP2012_ch2_32	1
COMP_4_113	COMP2012_ch2_47	1
COMP_4_114	COMP2012_ch2_63	1
COMP_4_115	COMP2012_ch3_1	1
COMP_4_116	COMP2012_ch3_27	1
COMP_4_117	COMP2012_ch3_54	1
COMP_4_118	COMP2012_ch3_81	1
COMP_4_119	COMP2012_ch3_107	1
COMP_4_120	COMP2012_ch4_1	1
COMP_4_121	COMP2012_ch4_20	1
COMP_4_122	COMP2012_ch4_39	1
COMP_4_123	COMP2012_ch4_58	1
COMP_4_124	COMP2012_ch4_77	1
COMP_4_125	COMP2012_ch5_1	1
COMP_4_126	COMP2012_ch5_5	1
COMP_4_127	COMP2012_ch5_8	1
COMP_4_128	COMP2012_ch5_11	1
COMP_4_129	COMP2012_ch5_15	1
COMP_4_130	COMP2012_ch6_1	1
COMP_4_131	COMP2012_ch6_13	1
COMP_4_132	COMP2012_ch6_24	1
COMP_4_133	COMP2012_ch6_35	1
COMP_4_134	COMP2012_ch6_47	1
COMP_4_135	COMP2012_ch7_1	1
COMP_4_136	COMP2012_ch7_9	1
COMP_4_137	COMP2012_ch7_17	1
COMP_4_138	COMP2012_ch7_25	1
COMP_4_139	COMP2012_ch7_33	1
COMP_4_140	COMP2012_ch8_1	1
COMP_4_141	COMP2012_ch8_9	1
COMP_4_142	COMP2012_ch8_18	1
COMP_4_143	COMP2012_ch8_27	1
COMP_4_144	COMP2012_ch8_35	1
COMP_4_145	COMP2012_ch9_1	1
COMP_4_146	COMP2012_ch9_5	1
COMP_4_147	COMP2012_ch9_10	1
COMP_4_148	COMP2012_ch9_15	1
COMP_4_149	COMP2012_ch9_19	1
COMP_4_150	COMP2012_ch10_1	1
COMP_4_151	COMP2012_ch10_4	1
COMP_4_152	COMP2012_ch10_7	1
COMP_4_153	COMP2012_ch10_10	1
COMP_4_154	COMP2012_ch10_13	1
COMP_4_155	COMP2012_ch11_1	1
COMP_4_156	COMP2012_ch11_6	1
COMP_4_157	COMP2012_ch11_11	1
COMP_4_158	COMP2012_ch11_17	1
COMP_4_159	COMP2012_ch11_22	1
COMP_4_160	COMP2012_ch12_1	1
COMP_4_161	COMP2012_ch12_16	1
COMP_4_162	COMP2012_ch12_31	1
COMP_4_163	COMP2012_ch12_45	1
COMP_4_164	COMP2012_ch12_60	1
COMP_5_015	COMP2011_ch1_1	1
COMP_5_016	COMP2011_ch1_10	1
COMP_5_017	COMP2011_ch1_19	1
COMP_5_018	COMP2011_ch1_29	1
COMP_5_019	COMP2011_ch1_38	1
COMP_5_020	COMP2011_ch2_1	1
COMP_5_021	COMP2011_ch2_8	1
COMP_5_022	COMP2011_ch2_15	1
COMP_5_023	COMP2011_ch2_23	1
COMP_5_024	COMP2011_ch2_30	1
COMP_5_025	COMP2011_ch3_1	1
COMP_5_026	COMP2011_ch3_8	1
COMP_5_027	COMP2011_ch3_15	1
COMP_5_028	COMP2011_ch3_21	1
COMP_5_029	COMP2011_ch3_28	1
COMP_5_030	COMP2011_ch4_1	1
COMP_5_031	COMP2011_ch4_7	1
COMP_5_032	COMP2011_ch4_14	1
COMP_5_033	COMP2011_ch4_21	1
COMP_5_034	COMP2011_ch4_27	1
COMP_5_035	COMP2011_ch5_1	1
COMP_5_036	COMP2011_ch5_4	1
COMP_5_037	COMP2011_ch5_7	1
COMP_5_038	COMP2011_ch5_11	1
COMP_5_039	COMP2011_ch5_14	1
COMP_5_040	COMP2011_ch6_1	1
COMP_5_041	COMP2011_ch6_12	1
COMP_5_042	COMP2011_ch6_23	1
COMP_5_043	COMP2011_ch6_34	1
COMP_5_044	COMP2011_ch6_45	1
COMP_5_045	COMP2011_ch7_1	1
COMP_5_046	COMP2011_ch7_11	1
COMP_5_047	COMP2011_ch7_21	1
COMP_5_048	COMP2011_ch7_32	1
COMP_5_049	COMP2011_ch7_42	1
